filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot-1016-_png.rf.2029db8ff670ff171e4f6f90014671ec.jpg,1920,1080,eagle,71,510,1103,938
IMG_8547_PNG.rf.2093eeb5d9f5fdc0c75996f26eac8b6a.jpg,2532,1170,polar-bear,656,303,1508,879
asdfghjk-26-_png.rf.201bfbd189cfe544b3702cb2dc4c94cb.jpg,1920,1088,polar-bear,412,136,1803,1085
vv-11-_png.rf.200ef3fba18300e87211258131d9f044.jpg,1920,1080,eagle,0,0,1306,823
polar_bear62_jpg.rf.20a27f7516bdec19d2d5268508667f91.jpg,276,183,polar-bear,2,29,221,181
vv-89-_png.rf.2027000017cafdc7fef8e8da1d78a16c.jpg,1920,1080,eagle,111,176,1920,988
Screenshot-1028-_png.rf.20a19a2c17dbeea6d20b706b632c63a5.jpg,1920,1080,eagle,728,158,1409,1072
dd-24-_PNG.rf.206225bfb82d02a08f92b8713b98bbfe.jpg,2532,1170,polar-bear,1128,746,1259,1001
polar_bear25_jpg.rf.206fe1d678fab3bd67051a9ae6787346.jpg,275,183,polar-bear,63,48,135,106
polar_bear25_jpg.rf.206fe1d678fab3bd67051a9ae6787346.jpg,275,183,polar-bear,24,100,81,159
polar_bear25_jpg.rf.206fe1d678fab3bd67051a9ae6787346.jpg,275,183,polar-bear,75,106,142,148
vvv-282-_png.rf.2193312e8f940e96d3de8789b5ca0737.jpg,1920,1080,eagle,838,8,1745,862
IMG_7710_png.rf.21522275adb5e59199e0826d7645897d.jpg,2532,1170,panda,941,337,1803,1008
IMG_9605_PNG.rf.21bd5cf9532f99b01ab5147f53ef756f.jpg,2532,1170,polar-bear,408,576,630,857
IMG_9605_PNG.rf.21bd5cf9532f99b01ab5147f53ef756f.jpg,2532,1170,polar-bear,868,593,1186,959
IMG_9605_PNG.rf.21bd5cf9532f99b01ab5147f53ef756f.jpg,2532,1170,polar-bear,1291,368,1625,955
asdfghjk-9-_png.rf.221590e56e10a432fb312a90b4eaed34.jpg,1920,1088,polar-bear,462,27,1207,1084
IMG_8709_PNG.rf.20d4935512320cb96144c156356ca4d6.jpg,2532,1170,polar-bear,1108,707,1351,973
IMG_8709_PNG.rf.20d4935512320cb96144c156356ca4d6.jpg,2532,1170,polar-bear,1451,330,1591,505
ytre-179-_png.rf.2042a6a1f0646d9d63115a7d452b1e2d.jpg,1920,1088,eagle,965,508,1363,839
ytre-179-_png.rf.2042a6a1f0646d9d63115a7d452b1e2d.jpg,1920,1088,eagle,431,376,681,719
IMG_8572_PNG.rf.21a8d1fd5b4e9c3da920421bebf53d80.jpg,2532,1170,polar-bear,647,494,1224,1092
IMG_8572_PNG.rf.21a8d1fd5b4e9c3da920421bebf53d80.jpg,2532,1170,polar-bear,225,640,502,993
IMG_8942_PNG.rf.22504e967e3e8805911e181a483c5360.jpg,2532,1170,panda,801,101,1511,1170
IMG_8942_PNG.rf.22504e967e3e8805911e181a483c5360.jpg,2532,1170,panda,1328,63,1767,1003
vvv-205-_png.rf.22b977f27712ae1d1bfd51dd0af08698.jpg,1920,1080,eagle,369,0,1108,558
IMG_9660_PNG.rf.21cff0d4b790e065b18bfab4af983368.jpg,2532,1170,polar-bear,798,251,1325,879
polar_bear11_jpg.rf.226211a4e9f1b63513b59f4dc77ca2d8.jpg,1920,1301,polar-bear,7,47,1877,1291
vvv-244-_png.rf.224488c4da2db2d2f7186cd90f5e0f92.jpg,1920,1080,eagle,956,468,1667,932
dfghg-127-_png.rf.2279577cd45017d98e2377b77f9b851f.jpg,1920,1088,panda,987,118,1360,733
dfghg-127-_png.rf.2279577cd45017d98e2377b77f9b851f.jpg,1920,1088,panda,1371,141,1920,839
vvv-136-_png.rf.22cba6c809499686f4964c0e56153a3d.jpg,1920,1080,eagle,0,8,1506,1080
IMG_7648_png.rf.221eabd6be5178f48374a429b31ef881.jpg,2532,1170,panda,1091,127,1663,821
wewe-40-_png.rf.23a5ca67b794ebeabcdb040f683483a0.jpg,1920,1088,panda,1417,608,1581,733
wewe-40-_png.rf.23a5ca67b794ebeabcdb040f683483a0.jpg,1920,1088,panda,1483,467,1684,629
IMG_9646_PNG.rf.233e88b7def8b8796ba65453f1c2f894.jpg,2532,1170,polar-bear,248,245,2127,1003
vv-119-_png.rf.2388ef31da1792295ca0a6e4a4bcaf23.jpg,1920,1080,eagle,371,256,1890,843
v-54-_png.rf.239c55212cc188a491f89b16cc9d4dfe.jpg,1920,1080,eagle,765,252,1236,703
IMG_8993_PNG.rf.235c6fd3c00d05d2d52eb21d6cc7c71a.jpg,2532,1170,panda,600,8,1857,1170
etrew-146-_png.rf.23ae5ef839a2d41e96070e6d2686ff23.jpg,864,480,polar-bear,319,189,419,326
vv-6-_png.rf.234c14a8e5a3d8abd2c88e01a249407f.jpg,1920,1080,eagle,898,500,1391,898
IMG_8941_PNG.rf.241d22ae6e0bda99312c818f13dd72bb.jpg,2532,1170,panda,773,58,1447,1105
IMG_8941_PNG.rf.241d22ae6e0bda99312c818f13dd72bb.jpg,2532,1170,panda,1328,4,1775,954
IMG_8912_PNG.rf.23c8d5d12787f5a45f6b185780599c9e.jpg,2532,1170,panda,1313,145,2029,591
v-36-_png.rf.2382625febc4475f9813e2628d3a9f0f.jpg,1920,1080,eagle,343,428,1353,898
v-101-_png.rf.23c1a7eef009d7d90ca2f13e0d552561.jpg,1920,1080,eagle,1029,552,1221,776
v-101-_png.rf.23c1a7eef009d7d90ca2f13e0d552561.jpg,1920,1080,eagle,1551,828,1661,928
oiuyio-50-_png.rf.233006dcc965da9af8b8b220cbcaf2f6.jpg,864,480,polar-bear,19,109,171,223
cvb-11-_png.rf.2406c3f42d6aa4fe76e98742770de019.jpg,1920,1088,panda,1043,123,1575,638
cvb-11-_png.rf.2406c3f42d6aa4fe76e98742770de019.jpg,1920,1088,panda,843,521,1041,738
dd-63-_PNG.rf.23c0056640632a8272cb430475dd0010.jpg,2532,1170,polar-bear,548,436,932,731
dd-63-_PNG.rf.23c0056640632a8272cb430475dd0010.jpg,2532,1170,polar-bear,1448,523,1809,717
dd-63-_PNG.rf.23c0056640632a8272cb430475dd0010.jpg,2532,1170,polar-bear,2057,544,2313,771
IMG_7683_png.rf.23c022f39206093653f8098f92c8cfbf.jpg,2532,1170,panda,751,5,2196,1168
IMG_7733_png.rf.2426aa7b0496e185f356ac0b87d424e8.jpg,2532,1170,panda,525,253,1913,1153
vvv-300-_png.rf.23f272e2a4820da4594267005aaed427.jpg,1920,1080,eagle,49,84,1221,961
IMG_8665_PNG.rf.243170c0c8f156269dde16a0ef1a6a9b.jpg,2532,1170,polar-bear,1439,369,2305,703
Screenshot-878-_png.rf.243f7c4188a5e7dd9c6058b52e5d013c.jpg,1920,1080,eagle,177,540,893,866
Screenshot-878-_png.rf.243f7c4188a5e7dd9c6058b52e5d013c.jpg,1920,1080,eagle,571,112,706,328
cvb-192-_png.rf.2436d514d615f8df22503df36d66b8bc.jpg,1920,1088,panda,957,497,1276,733
IMG_9251_PNG.rf.2446689097c023152576a15ea15b9e48.jpg,2532,1170,polar-bear,988,313,1951,787
IMG_9752_PNG.rf.248d0a1c2b9877e4e91acc84cb9c3018.jpg,2532,1170,polar-bear,626,296,1186,543
Screenshot-902-_png.rf.2468c4ce99515af2bdbaeac7297a5883.jpg,1920,1080,eagle,777,194,1288,930
IMG_8927_PNG.rf.241b06d95c4df3a76cc367f466627714.jpg,2532,1170,panda,478,138,1795,1170
Screenshot-824-_png.rf.2534bc62e3c5b4f8aa980e209bdac3cb.jpg,1920,1080,eagle,825,238,1228,613
cvb-213-_png.rf.24f5c967cd1f1796e6acf3ccaf012d6a.jpg,1920,1088,panda,925,393,1235,860
vvv-232-_png.rf.2527e3b3f4fe41d81c742d095c409d99.jpg,1920,1080,eagle,588,3,1249,620
IMG_8578_PNG.rf.25ca8fff5cc9b9a44a6695e6e1497d49.jpg,2532,1170,polar-bear,1310,246,1942,903
IMG_8578_PNG.rf.25ca8fff5cc9b9a44a6695e6e1497d49.jpg,2532,1170,polar-bear,1213,413,1455,642
vv-154-_png.rf.25c33ae624fa65896074b7536e084501.jpg,1920,1080,eagle,405,358,1413,861
IMG_7734_png.rf.24ec41184117dc60e395e045dd8e6f5a.jpg,2532,1170,panda,235,9,1608,1143
cvb-224-_png.rf.251cebdd139f213f8499f2259630f45e.jpg,1920,1088,panda,946,285,1345,730
IMG_9603_PNG.rf.2556f3412b1b87729fb4bcea26c79338.jpg,2532,1170,polar-bear,910,192,1399,1145
IMG_9603_PNG.rf.2556f3412b1b87729fb4bcea26c79338.jpg,2532,1170,polar-bear,1429,583,1662,1026
Screenshot-1115-_png.rf.252ba2851332e525aac022b35f7d8303.jpg,1920,1080,eagle,301,158,971,1080
ghk-14-_png.rf.2542cd4ea213ee8403ff8aa083d8bf36.jpg,1280,720,eagle,433,281,689,599
IMG_8517_PNG.rf.25a15f6cb7da9f4573fbd37a82796a91.jpg,2532,1170,polar-bear,225,321,1590,927
IMG_8517_PNG.rf.25a15f6cb7da9f4573fbd37a82796a91.jpg,2532,1170,polar-bear,726,711,1228,927
IMG_8517_PNG.rf.25a15f6cb7da9f4573fbd37a82796a91.jpg,2532,1170,polar-bear,783,103,1391,461
vv-143-_png.rf.24c3f6fcbff2b8f7f1892112c6fdff57.jpg,1920,1080,eagle,559,246,1920,833
vv-83-_png.rf.25f8e00587683fd87a2fa19d52ff9b8f.jpg,1920,1080,eagle,346,3,1920,1070
v-38-_png.rf.24ee42d5c74e8d2ad29ee609926189c2.jpg,1920,1080,eagle,383,414,1365,838
trert-7-_png.rf.256cac3e05d1be5ea12f43d4b5a1cac8.jpg,864,480,polar-bear,198,151,414,288
IMG_9239_PNG.rf.25e10dd97c80fd4b147eead49157c888.jpg,2532,1170,polar-bear,738,255,1212,589
v-118-_png.rf.255af5640f7b977d846796eea6b29d41.jpg,1920,1080,eagle,325,368,1646,892
IMG_8971_PNG.rf.265f66be40f239b414d39cd599f53eb0.jpg,2532,1170,panda,946,140,1811,1129
scene01201_png.rf.266cddeaffb154dd16259dc763eaa4ee.jpg,864,480,polar-bear,269,176,374,232
vvv-296-_png.rf.25e25de70af38697d91f0d538af1fffc.jpg,1920,1080,eagle,13,458,545,1016
Screenshot-868-_png.rf.260d3211fee3d9cc8929af617aa20dc4.jpg,1920,1080,eagle,1429,298,1591,372
Screenshot-875-_png.rf.252a1431c2c73c0954547d04a879cdde.jpg,1920,1080,eagle,491,0,920,320
Screenshot-875-_png.rf.252a1431c2c73c0954547d04a879cdde.jpg,1920,1080,eagle,746,335,1920,1076
polar_bear44_jpg.rf.255fe33f8d580f1ffbe81ae09c4e0cac.jpg,1024,576,polar-bear,156,213,536,529
polar_bear44_jpg.rf.255fe33f8d580f1ffbe81ae09c4e0cac.jpg,1024,576,polar-bear,406,58,778,468
IMG_9355_PNG.rf.2651928381a8fc516e371ac3f028e1b9.jpg,2532,1170,panda,825,113,1569,906
Screenshot-951-_png.rf.262ec074bfc643e4e552a5741f26a9a8.jpg,1920,1080,eagle,673,555,1411,930
vvv-138-_png.rf.26accd8086c4209c9addfcf501b89b3d.jpg,1920,1080,eagle,48,0,1343,1068
fguuhg-307-_png.rf.26b76b05700580666b61bcbffa326aef.jpg,1920,1088,panda,681,449,1103,683
fguuhg-307-_png.rf.26b76b05700580666b61bcbffa326aef.jpg,1920,1088,panda,1183,493,1365,663
Screenshot-816-_png.rf.269c9545fa547a677ed3edc71f0fd707.jpg,1920,1080,eagle,1037,133,1223,346
Screenshot-816-_png.rf.269c9545fa547a677ed3edc71f0fd707.jpg,1920,1080,eagle,649,478,1158,976
fdghg-62-_png.rf.2673b9c22d8705577c3a90b86123cd1c.jpg,1280,720,panda,673,234,787,309
v-22-_png.rf.26b711fe7b6072d862465deaf175ecd3.jpg,1920,1080,eagle,385,440,1383,978
Screenshot-887-_png.rf.268a05bd4b8c893891cb8e7a4976deb4.jpg,1920,1080,eagle,691,174,1473,938
IMG_9014_PNG.rf.268e40c9bdc738424ab537674d7bf166.jpg,2532,1170,panda,853,448,1337,975
IMG_9014_PNG.rf.268e40c9bdc738424ab537674d7bf166.jpg,2532,1170,panda,1478,140,1933,433
IMG_9014_PNG.rf.268e40c9bdc738424ab537674d7bf166.jpg,2532,1170,panda,1638,471,1843,685
Screenshot-818-_png.rf.274bd250a8af7d3ff6c82bdd4674129f.jpg,1920,1080,eagle,506,1,1525,950
IMG_7739_png.rf.2679e937c0a9460043a5acab23c5c5b4.jpg,2532,1170,panda,817,215,1483,933
scene03501_png.rf.27a8dfe57d2cd31db1550c33c4726157.jpg,1920,1088,eagle,969,253,1093,456
scene03501_png.rf.27a8dfe57d2cd31db1550c33c4726157.jpg,1920,1088,eagle,1118,231,1283,481
scene03501_png.rf.27a8dfe57d2cd31db1550c33c4726157.jpg,1920,1088,eagle,611,301,771,563
scene04401_png.rf.2755499e3d71e9ba3ef0d64d637234c7.jpg,864,480,polar-bear,229,169,487,264
scene04401_png.rf.2755499e3d71e9ba3ef0d64d637234c7.jpg,864,480,polar-bear,669,95,780,240
Screenshot-1106-_png.rf.26919316f75f46e8a7e53dddd39dafd4.jpg,1920,1080,eagle,709,650,896,881
Screenshot-1106-_png.rf.26919316f75f46e8a7e53dddd39dafd4.jpg,1920,1080,eagle,765,262,953,520
IMG_8983_PNG.rf.27a176f6a6238f4d489cc44cda2bfa66.jpg,2532,1170,panda,558,16,2017,1005
vvv-70-_png.rf.2830d2e363924d9090a92ec4f3828397.jpg,1920,1080,eagle,247,430,1583,914
scene03601_png.rf.2678f46fbff29afb0ee7eede7e9c0d98.jpg,1920,1088,eagle,1117,245,1256,493
scene03601_png.rf.2678f46fbff29afb0ee7eede7e9c0d98.jpg,1920,1088,eagle,967,218,1100,473
scene03601_png.rf.2678f46fbff29afb0ee7eede7e9c0d98.jpg,1920,1088,eagle,617,293,788,563
polar_bear2_jpg.rf.27615b1d3fba14c9a71d5da0e2f26aac.jpg,275,183,polar-bear,51,38,139,122
polar_bear2_jpg.rf.27615b1d3fba14c9a71d5da0e2f26aac.jpg,275,183,polar-bear,140,50,220,135
etrew-24-_png.rf.2847dbb8caef067a69046bc633522b23.jpg,864,480,polar-bear,296,62,488,195
oiuyio-10-_png.rf.26f1c475e6c077743fe7d35dd4b8bfd9.jpg,864,480,polar-bear,148,135,314,260
IMG_9314_PNG.rf.27a69e550e2f5cee658b3a5f693cf6fb.jpg,2532,1170,polar-bear,963,316,1435,867
fguuhg-318-_png.rf.27c3c774ff000ec62a586b649594be04.jpg,1920,1088,panda,277,786,578,1033
fguuhg-318-_png.rf.27c3c774ff000ec62a586b649594be04.jpg,1920,1088,panda,1041,561,1237,769
vvv-275-_png.rf.27741de8360a3ea077c472fb34615467.jpg,1920,1080,eagle,549,0,1298,681
Screenshot-876-_png.rf.28531d3dc0d9c247e26692558b453746.jpg,1920,1080,eagle,443,0,976,688
Screenshot-1124-_png.rf.27b21698e0dcecce99b498c550fe56aa.jpg,1920,1080,eagle,405,444,1068,698
IMG_8454_PNG.rf.27d972eecb495de7d7023f20642e5231.jpg,2532,1170,polar-bear,1723,392,2195,578
IMG_8454_PNG.rf.27d972eecb495de7d7023f20642e5231.jpg,2532,1170,polar-bear,1585,513,1996,873
IMG_8454_PNG.rf.27d972eecb495de7d7023f20642e5231.jpg,2532,1170,polar-bear,1048,709,1641,886
IMG_8454_PNG.rf.27d972eecb495de7d7023f20642e5231.jpg,2532,1170,polar-bear,543,665,824,850
Screenshot-983-_png.rf.2815f808f688d5f05bf8da0111a52f97.jpg,1920,1080,eagle,455,288,1526,990
panda-26-_png.rf.2861aecab1ce6915a3d9c226c107339c.jpg,1920,1088,panda,1001,191,1426,486
IMG_9631_PNG.rf.2871b0b6be855ba6da92f1ded8566093.jpg,2532,1170,polar-bear,248,346,2127,935
Screenshot-1179-_png.rf.289fc59d17dc5bb4e0bdf970e332293a.jpg,1920,1080,eagle,917,200,1920,1063
vv-111-_png.rf.28a272077a7fd7f0df00931c2bdf2a64.jpg,1920,1080,eagle,760,244,1805,866
panda-98-_png.rf.2951e7c72ebcb4e46b79a04393a506aa.jpg,1920,1088,panda,807,301,1231,538
dd-102-_PNG.rf.28f06ef94c12f314b14512feb02040d2.jpg,2532,1170,polar-bear,1218,263,2171,905
polar_bear81_jpg.rf.29a86e2b7b4504505435a7692b8c74ff.jpg,274,184,polar-bear,111,63,163,108
polar_bear81_jpg.rf.29a86e2b7b4504505435a7692b8c74ff.jpg,274,184,polar-bear,155,63,222,103
erty-4-_png.rf.295e67d9a653c36395388f07efe96d2a.jpg,1920,1088,panda,356,333,1367,965
v-58-_png.rf.29a28decfe232b8ed52830eb2737b684.jpg,1920,1080,eagle,797,382,1216,798
cvb-32-_png.rf.292fedbd8964079a2dd36a78673b3271.jpg,1920,1088,panda,582,347,1153,650
Screenshot-944-_png.rf.29e2130861662ffd37ebdf1be4366022.jpg,1920,1080,eagle,960,270,1327,604
IMG_7491_jpeg.rf.2983a1aa45bbcfdd15d5ce7f012441b9.jpg,1170,639,eagle,578,154,696,272
IMG_7491_jpeg.rf.2983a1aa45bbcfdd15d5ce7f012441b9.jpg,1170,639,eagle,711,198,939,550
IMG_8485_PNG.rf.29c5788ce8e4c76f1aecf976fe76dbb1.jpg,2532,1170,polar-bear,509,0,1784,1058
panda-85-_png.rf.29dc626c8be155efce1605aa787a6f36.jpg,1920,1088,panda,663,251,1266,553
vvv-292-_png.rf.29dc2337d214c0739a81f0e8cc307ef5.jpg,1920,1080,eagle,151,164,1511,1068
fguuhg-319-_png.rf.2966fc768afe03177111ee68876998be.jpg,1920,1088,panda,1073,495,1395,708
fguuhg-319-_png.rf.2966fc768afe03177111ee68876998be.jpg,1920,1088,panda,875,625,1016,761
fguuhg-319-_png.rf.2966fc768afe03177111ee68876998be.jpg,1920,1088,panda,387,831,636,953
wewe-168-_png.rf.29f1a9a3380a9d5ac566518da6519f2b.jpg,1920,1088,panda,499,214,1147,727
v-66-_png.rf.29f1cab45565fe176b9fc303e34f549a.jpg,1920,1080,eagle,683,416,1206,788
IMG_9612_PNG.rf.2a05e30a3090dea6bb8304b1a5e3658e.jpg,2532,1170,polar-bear,1036,551,1551,1005
IMG_9612_PNG.rf.2a05e30a3090dea6bb8304b1a5e3658e.jpg,2532,1170,polar-bear,1003,698,1220,947
IMG_9612_PNG.rf.2a05e30a3090dea6bb8304b1a5e3658e.jpg,2532,1170,polar-bear,1553,751,1734,976
Screenshot-1035-_png.rf.2a09a15d4d4830d79fdcf1f2c487eff6.jpg,1920,1080,eagle,888,518,1443,946
cvb-171-_png.rf.2a62a1e5fcdbe29434b869411f4546ed.jpg,1920,1088,panda,783,391,987,475
cvb-171-_png.rf.2a62a1e5fcdbe29434b869411f4546ed.jpg,1920,1088,panda,1059,461,1249,620
eyey-107-_png.rf.2a333f48e3a29fc167dcc70cabb63c9a.jpg,864,480,polar-bear,253,163,474,294
Screenshot-1005-_png.rf.2a63c854baf62eca89e75755abcb5b1a.jpg,1920,1080,eagle,687,638,1126,968
IMG_9725_PNG.rf.2aafa5b2d7ef1acbd2dce698f25efa9a.jpg,2532,1170,polar-bear,461,486,784,913
IMG_9725_PNG.rf.2aafa5b2d7ef1acbd2dce698f25efa9a.jpg,2532,1170,polar-bear,1096,281,1627,871
IMG_9725_PNG.rf.2aafa5b2d7ef1acbd2dce698f25efa9a.jpg,2532,1170,polar-bear,1826,478,2107,867

v-25-_png.rf.2b54a71f3ac3465b298b74cb8b0607c7.jpg,1920,1080,eagle,393,401,1355,840
IMG_7577_png.rf.2adc0a31f65c08a5822351f09d70bfcb.jpg,2532,1170,panda,540,333,1397,687
IMG_7577_png.rf.2adc0a31f65c08a5822351f09d70bfcb.jpg,2532,1170,panda,487,713,818,959
Screenshot-1134-_png.rf.2a9facdebf1196bfa2e130e7ca08b1c0.jpg,1920,1080,eagle,359,290,1910,986
IMG_9765_PNG.rf.2b20e2707231acba4969d2bee7a9e020.jpg,2532,1170,polar-bear,228,380,830,901
IMG_9765_PNG.rf.2b20e2707231acba4969d2bee7a9e020.jpg,2532,1170,polar-bear,1488,273,2185,975
IMG_9338_PNG.rf.2c18ba044b8843b3f41a944f56c9b5e8.jpg,2532,1170,panda,757,3,1798,1166
IMG_9224_PNG.rf.2a9463cb271762beb5e02ff5537cc89b.jpg,2532,1170,polar-bear,1451,277,1719,479
dd-18-_PNG.rf.2ae1a9980c70a4f445c906e3402acda2.jpg,2532,1170,polar-bear,986,638,1389,889
dd-18-_PNG.rf.2ae1a9980c70a4f445c906e3402acda2.jpg,2532,1170,polar-bear,1638,108,1915,385
Screenshot-1074-_png.rf.2addbaef67feb59319184e6e35f6020b.jpg,1920,1080,eagle,565,228,1656,1080
cvb-157-_png.rf.2b2c83f5a5683bfdae8eca1250778d74.jpg,1920,1088,panda,793,493,955,648
cvb-157-_png.rf.2b2c83f5a5683bfdae8eca1250778d74.jpg,1920,1088,panda,899,451,1006,618
fguuhg-277-_png.rf.2b927ebccc5177e7ea4a7bfe7ceabd44.jpg,1920,1088,panda,1116,181,1421,577
fguuhg-277-_png.rf.2b927ebccc5177e7ea4a7bfe7ceabd44.jpg,1920,1088,panda,863,490,1105,669
cvb-109-_png.rf.2c793d9bdead78c5466e386f0bb407a7.jpg,1920,1088,panda,927,473,1303,858
panda-45-_png.rf.2b642e5eda9d1ca0fb00d49571d55f90.jpg,1920,1088,panda,818,503,1303,868
panda-45-_png.rf.2b642e5eda9d1ca0fb00d49571d55f90.jpg,1920,1088,panda,1247,401,1920,993
vvv-288-_png.rf.2ade8d5faac042c0533e74650e93625a.jpg,1920,1080,eagle,996,78,1851,1026
IMG_8418_PNG.rf.2ae4c8fced09cfcabd1aff782bd8df03.jpg,2532,1170,panda,1018,761,1351,1082
vvv-88-_png.rf.2af89be22b7b70317ad5e773535e1fdb.jpg,1920,1080,eagle,85,404,266,833
vvv-88-_png.rf.2af89be22b7b70317ad5e773535e1fdb.jpg,1920,1080,eagle,1498,156,1713,550
Screenshot-1040-_png.rf.2b21ae088464bf883da41c63d97907cd.jpg,1920,1080,eagle,867,561,1370,898
ghk-1-_png.rf.2bc671d20deb80421451265da625127e.jpg,1280,720,eagle,334,0,922,605
IMG_7535_png.rf.2ca4d88dbf00e110faeab10dd5ce1dd1.jpg,2532,1170,panda,1628,438,2307,1161

ytre-89-_png.rf.2c6f129857f9659b92877e8908fc8702.jpg,1920,1088,eagle,916,547,1019,756
ytre-89-_png.rf.2c6f129857f9659b92877e8908fc8702.jpg,1920,1088,eagle,1363,613,1443,748
IMG_9207_PNG.rf.2ad968a2130c2d5d89ef07c3bc36332a.jpg,2532,1170,polar-bear,1341,501,1657,739
IMG_9207_PNG.rf.2ad968a2130c2d5d89ef07c3bc36332a.jpg,2532,1170,polar-bear,1663,555,1821,815
Screenshot-1213-_png.rf.2cc64f2d9cc64f05670e0313620c3c8b.jpg,1920,1080,panda,503,126,1143,780
fdghg-13-_png.rf.2cbd1e60d5a23219f20f582cc846e136.jpg,1280,720,panda,684,127,767,212

IMG_9645_PNG.rf.2ca8b3904018dced406d3e6710f2096d.jpg,2532,1170,polar-bear,678,96,1709,1129
scene01751_png.rf.2d5d2409cc7b37f4fa76cd43bfb53e12.jpg,864,480,polar-bear,139,182,177,235
Screenshot-903-_png.rf.2db532a3fb213d02bd1205c5c98f159a.jpg,1920,1080,eagle,776,168,1295,930
Screenshot-1108-_png.rf.2dea54300fdd55f5ba464aac387729fd.jpg,1920,1080,eagle,553,278,786,588
Screenshot-1108-_png.rf.2dea54300fdd55f5ba464aac387729fd.jpg,1920,1080,eagle,1010,474,1215,833
